縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
花蓮縣,IV-23,太魯閣口,186,500,E121.62172,N24.15550,台8線,洛韶,太魯閣,154,100,188,117,山嶺區,34,8.4,東,2.8,,,,,-,,1.4,"1,405",165,12,0,3,442,"2,027","3,456","72,567","1,490",16,17,0.61,
花蓮縣,IV-23,太魯閣口,186,500,E121.62172,N24.15550,台8線,洛韶,太魯閣,154,100,188,117,山嶺區,34,8.4,西,2.8,,,,,-,,1.4,"1,772",213,16,0,0,524,"2,525","4,327","90,395",935,16,17,0.61,
宜蘭縣,IV-24,北宜公路,68,600,E121.79408,N24.84941,台9線,北宜公路,天隆飯店,68,600,71,500,平原區,1,10.6,北,4,,,,,-,,1.3,"1,493",1,150,0,0,777,"2,421","2,184","7,021",879,15,16,0.93,
宜蘭縣,IV-24,北宜公路,68,600,E121.79408,N24.84941,台9線,北宜公路,天隆飯店,68,600,71,500,平原區,1,10.6,南,4,,,,,-,,1.3,560,1,73,0,0,738,"1,372","1,077","3,979",68,15,16,0.93,
宜蘭縣,IV-25,礁溪轉運站,71,500,E121.77736,N24.83022,台9線,天隆飯店,宜蘭市區,71,500,77,880,平原區,2.7,23.6,北,3.5,3.5,,,,2.5,,2.3,"8,753",383,61,0,16,"2,966","12,179","11,544","77,946","1,124",13,14,0.5,
宜蘭縣,IV-25,礁溪轉運站,71,500,E121.77736,N24.83022,台9線,天隆飯店,宜蘭市區,71,500,77,880,平原區,2.7,23.6,南,3.5,3.5,,,,2.5,,2.3,"9,235",370,60,1,12,"3,937","13,615","12,675","87,136","1,140",17,18,0.5,
宜蘭縣,IV-26,辛仔罕橋南端,78,700,E121.76425,N24.77353,台9線,宜蘭市區,辛仔罕橋南端,77,880,79,130,平原區,1.3,25.2,北,3.5,3.5,3.5,,,2,,0.1,"4,384",100,145,0,62,676,"5,367","5,411","6,977",507,14,15,0.5,
宜蘭縣,IV-26,辛仔罕橋南端,78,700,E121.76425,N24.77353,台9線,宜蘭市區,辛仔罕橋南端,77,880,79,130,平原區,1.3,25.2,南,3.5,3.5,3.5,,,2,,0.1,"4,416",102,135,4,154,799,"5,610","5,805","7,293",512,17,18,0.5,
宜蘭縣,IV-27,台９與台７丙路口,90,500,E121.76997,N24.69239,台9線,辛仔罕橋南端,砂港,79,130,93,257,平原區,14.1,26.6,北,3.5,3.5,3.5,,,2.5,,0.3,"10,411",150,56,0,33,"1,093","11,743","11,584","165,576","1,249",12,13,0.55,
宜蘭縣,IV-27,台９與台７丙路口,90,500,E121.76997,N24.69239,台9線,辛仔罕橋南端,砂港,79,130,93,257,平原區,14.1,26.6,南,3.5,3.5,3.5,,,2.5,,0.3,"10,226",97,78,1,128,"1,051","11,581","11,612","163,292","1,019",17,18,0.55,
宜蘭縣,IV-28,台９線,97,0,E121.76997,N24.69239,台9線,砂港,香和村,93,257,97,217,平原區,4,19.8,北,3.5,3.5,,,,2.4,,0.5,"6,701",112,159,1,102,"1,078","8,153","8,172","32,612",696,18,19,0.55,
宜蘭縣,IV-28,台９線,97,0,E121.76997,N24.69239,台9線,砂港,香和村,93,257,97,217,平原區,4,19.8,南,3.5,3.5,,,,2.4,,0.5,"6,326",89,152,4,213,"1,274","8,058","8,231","32,232",841,7,8,0.55,
宜蘭縣,IV-29,四區工程處,102,800,E121.83511,N24.59681,台9線,香和村,蘇澳海事,97,217,104,0,丘陵區,4.3,20.2,東,3.7,3.7,,,,2,,0.7,"6,441",268,767,2,769,"1,378","9,625","13,331","65,450","1,267",17,18,0.51,
宜蘭縣,IV-29,四區工程處,102,800,E121.83511,N24.59681,台9線,香和村,蘇澳海事,97,217,104,0,丘陵區,4.3,20.2,西,3.7,3.7,,,,2,,0.7,"7,013",287,781,1,777,"1,243","10,102","13,909","68,694","1,294",7,8,0.51,
宜蘭縣,IV-30,蘇澳地磅站,104,600,E121.84617,N24.59438,台9線,蘇澳海事,東澳,104,0,113,400,平原區,8,15.4,北,3.5,3.5,,,,-,,0.7,"4,084",182,568,0,473,0,"5,307","6,628","49,886",741,17,18,0.51,
宜蘭縣,IV-30,蘇澳地磅站,104,600,E121.84617,N24.59438,台9線,蘇澳海事,東澳,104,0,113,400,平原區,8,15.4,南,3.5,3.5,,,,-,,0.7,"3,659",153,452,0,580,0,"4,844","6,307","45,534",783,7,8,0.51,
宜蘭縣,IV-31,南澳,123,500,E121.80512,N24.46669,台9線,東澳,大南澳陸橋,113,400,124,498,平原區,0.6,8,北,3.5,,,,,-,,0.5,"3,394",87,188,0,440,306,"4,415","5,417","49,007",633,11,12,0.66,
宜蘭縣,IV-31,南澳,123,500,E121.80512,N24.46669,台9線,東澳,大南澳陸橋,113,400,124,498,平原區,0.6,8,南,3.5,,,,,-,,0.5,"3,132",117,186,0,415,234,"4,084","5,100","45,332",327,11,12,0.66,
宜蘭縣,IV-32,武塔地磅站,127,800,E121.77866,N24.45587,台9線,大南澳陸橋,和平,124,498,145,100,丘陵區,22.3,10.6,北,3.5,,,,,-,,1.8,"2,322",86,1,0,0,0,"2,409","2,496","49,625",428,17,18,0.56,
宜蘭縣,IV-32,武塔地磅站,127,800,E121.77866,N24.45587,台9線,大南澳陸橋,和平,124,498,145,100,丘陵區,22.3,10.6,南,3.5,,,,,-,,1.8,"2,148",86,0,0,0,0,"2,234","2,320","46,020",343,17,18,0.56,
宜蘭縣,IV-33,和平火車站,156,300,E121.75285,N24.29711,台9線,和平,清水斷崖,145,100,158,99,丘陵區,14.3,15,北,3.5.3.5,,,,,-,,0.5,"3,600",175,533,0,412,354,"5,074","7,288","65,962",756,15,16,0.5,
宜蘭縣,IV-33,和平火車站,156,300,E121.75285,N24.29711,台9線,和平,清水斷崖,145,100,158,99,丘陵區,14.3,15,南,3.5.3.5,,,,,-,,0.5,"3,475",187,479,0,390,347,"4,878","6,965","63,414",748,10,11,0.5,
花蓮縣,IV-34,崇德管制站,165,300,E121.65433,N24.17002,台9線,清水斷崖,太魯閣大橋,158,99,168,503,平原區,1.4,8,北,3.5,,,,,-,,0.5,"3,413",161,489,0,287,244,"4,594","6,920","47,778",736,15,16,0.6,
花蓮縣,IV-34,崇德管制站,165,300,E121.65433,N24.17002,台9線,清水斷崖,太魯閣大橋,158,99,168,503,平原區,1.4,8,南,3.5,,,,,-,,0.5,"3,534",153,441,0,326,226,"4,680","7,059","48,672",490,15,16,0.6,
花蓮縣,IV-35,新田橋,170,466,E121.64306,N24.13222,台9線,太魯閣大橋,新田橋,168,503,171,15,山嶺區,2.5,22.2,北,3.6,4,,,,2,,1.5,"6,748",368,137,0,150,"1,451","8,854","15,148","26,562",783,10,11,0.52,
花蓮縣,IV-35,新田橋,170,466,E121.64306,N24.13222,台9線,太魯閣大橋,新田橋,168,503,171,15,山嶺區,2.5,22.2,南,3.6,4,,,,2,,1.5,"6,835",369,113,0,152,"1,219","8,688","14,946","26,064",843,11,12,0.52,
花蓮縣,IV-36,懷恩橋,175,690,E121.61600,N24.10219,台9線,新田橋,懷恩橋,171,15,176,500,平原區,5.3,26,北,3.5,3.7,,,,2,,3.8,"6,984",286,116,0,317,"1,013","8,716","8,822","47,938",897,10,11,0.61,
花蓮縣,IV-36,懷恩橋,175,690,E121.61600,N24.10219,台9線,新田橋,懷恩橋,171,15,176,500,平原區,5.3,26,南,3.5,3.7,,,,2,,3.8,"7,386",322,160,0,328,"1,087","9,283","9,426","51,057",572,16,17,0.61,
花蓮縣,IV-37,海星中學,186,900,E121.61366,N24.00712,台9線,懷恩橋,海星中學,176,500,187,500,平原區,2.2,22,北,3.5,3.5,,,,2,,2,"8,801",226,83,0,280,"2,597","11,987","11,923","131,857",859,17,18,0.64,
花蓮縣,IV-37,海星中學,186,900,E121.61366,N24.00712,台9線,懷恩橋,海星中學,176,500,187,500,平原區,2.2,22,南,3.5,3.5,,,,2,,2,"7,678",215,121,0,260,"1,837","10,111","10,249","111,221",475,17,18,0.64,
花蓮縣,IV-38,中正橋,191,0,E121.61264,N23.98064,台9線,海星中學,中正橋,187,500,191,500,平原區,3.4,20.4,北,3.6,3.6,,,,-,,3,"8,657",191,33,0,27,"5,501","14,409","12,926","37,720",808,18,19,0.87,
花蓮縣,IV-38,中正橋,191,0,E121.61264,N23.98064,台9線,海星中學,中正橋,187,500,191,500,平原區,3.4,20.4,南,3.6,3.6,,,,-,,3,"10,288",67,16,0,1,"7,639","18,011","15,763","46,155",126,18,19,0.87,
花蓮縣,IV-39,仁里橋,193,150,E121.59425,N23.98064,台9線,中正橋,仁里橋,191,500,193,500,平原區,2.2,19.2,北,3.6,,,,,2,,4,"5,846",58,43,0,4,"6,496","12,447","9,308","30,294",730,17,18,0.81,
花蓮縣,IV-39,仁里橋,193,150,E121.59425,N23.98064,台9線,中正橋,仁里橋,191,500,193,500,平原區,2.2,19.2,南,3.6,,,,,2,,4,"5,693",72,38,0,7,"6,043","11,853","8,956","23,841",171,17,18,0.81,
