縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
台東縣,Ⅲ-26,關山鎮,332,200,"E121'10'2.5""","N23'03'22.8""",台9線,花東縣界,武陵,320,46,345,46,丘陵區,25,12.2,南,3.4,,,,,2.1,,0.5,"4,476",74,181,0,117,"1,013","5,861","6,333","146,525","1,108",16,17,0.51,
台東縣,Ⅲ-27,永隆村,346,700,"E121'08'34.4""","N22'56'18.9""",台9線,武陵,鹿野,345,46,355,740,丘陵區,10.7,12,北,3.4,,,,,2,,0.5,"2,152",67,166,0,116,299,"2,800","3,581","29,960",654,10,11,0.51,
台東縣,Ⅲ-27,永隆村,346,700,"E121'08'34.4""","N22'56'18.9""",台9線,武陵,鹿野,345,46,355,740,丘陵區,10.7,12,南,3.4,,,,,2,,0.5,"2,152",55,135,0,110,290,"2,742","3,417","29,339",654,10,11,0.51,
台東縣,Ⅲ-28,鹿鳴橋,356,900,"E121'05'40.1""","N22'53'31.4""",台9線,鹿野,檳榔,355,740,367,550,丘陵區,11.8,13.2,北,3.4,,,,,2,,1.1,"4,704",96,169,0,119,575,"5,663","6,382","66,823","1,170",14,15,0.51,
台東縣,Ⅲ-28,鹿鳴橋,356,900,"E121'05'40.1""","N22'53'31.4""",台9線,鹿野,檳榔,355,740,367,550,丘陵區,11.8,13.2,南,3.4,,,,,2,,1.1,"4,539",91,203,0,149,547,"5,529","6,440","65,242","1,170",14,15,0.51,
台東縣,Ⅲ-29,檳榔橋,367,700,"E121'05'26.2""","N22'48'37.7""",台9線,檳榔,卑南,367,550,373,121,丘陵區,5.6,12.5,北,3.4,,,,,2.1,,0.9,"7,221",153,244,0,128,"1,544","9,290","9,824","52,024","1,729",10,11,0.51,
台東縣,Ⅲ-29,檳榔橋,367,700,"E121'05'26.2""","N22'48'37.7""",台9線,檳榔,卑南,367,550,373,121,丘陵區,5.6,12.5,南,3.4,,,,,2.1,,0.4,"7,107",78,210,0,131,"1,484","9,010","9,368","50,456","1,729",10,11,0.51,
台東縣,Ⅲ-30,東方大鎮,376,0,"E121'07'19.5""","N22'46'7.2""",台9線,卑南,新園,373,121,383,876,丘陵區,10.8,17.7,北,3.5,3.5,,,,,,1.2,"5,947",94,77,0,34,"3,799","9,951","8,738","107,471",843,7,8,0.5,
台東縣,Ⅲ-30,東方大鎮,376,0,"E121'07'19.5""","N22'46'7.2""",台9線,卑南,新園,373,121,383,876,丘陵區,10.8,17.7,南,3.5,3.5,,,,,,2.3,"5,873",78,77,0,49,"3,736","9,813","8,670","105,980",835,7,8,0.5,
台東縣,Ⅲ-31,新園橋,384,100,"E121'02'57.1""","N22'45'39.4""",台9線,新園,知本,383,876,391,200,丘陵區,7.3,18.8,北,3.4,4.4,,,,,,1.5,"3,820",210,143,0,177,"1,444","5,794","6,277","42,296",584,16,17,0.52,
