縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
花蓮縣,IV-33,新田橋,183,800,E121.64306,N24.13222,台9線,太魯閣大橋,新田橋,181,266,183,800,山嶺區,2.5,22.2,北,3.6,"4,0",,,,3,,0.5,"5,375",333,295,0,123,"1,340","7,466","13,404","18,665","1,349",10,11,0.52,
花蓮縣,IV-33,新田橋,183,800,E121.64306,N24.13222,台9線,太魯閣大橋,新田橋,181,266,183,800,山嶺區,2.5,22.2,南,3.6,"4,0",,,,3,,0.5,"5,171",268,297,0,85,966,"6,787","12,143","16,968","1,377",16,17,0.52,
花蓮縣,IV-34,懷恩橋,189,130,E121.61600,N24.10219,台9線,新田橋,懷恩橋,183,800,189,130,平原區,5.3,26.2,北,3.5,3.7,,,,2.1,,3.8,"7,032",306,418,4,670,"1,318","9,748","9,917","51,664","1,163",17,18,0.5,
花蓮縣,IV-34,懷恩橋,189,130,E121.61600,N24.10219,台9線,新田橋,懷恩橋,183,800,189,130,平原區,5.3,26.2,南,3.5,3.7,,,,2.1,,3.8,"6,731",406,329,1,662,"1,528","9,657","9,828","51,182","1,055",15,16,0.5,
花蓮縣,IV-35,海星中學,200,200,E121.61366,N24.00712,台9線,懷恩橋,海星中學,189,130,200,900,平原區,2.2,22.4,北,3.5,3.5,,,,2.2,,2,"7,724",291,195,0,632,"2,533","11,375","12,123","25,025","1,110",17,18,0.52,
花蓮縣,IV-35,海星中學,200,200,E121.61366,N24.00712,台9線,懷恩橋,海星中學,189,130,200,900,平原區,2.2,22.4,南,3.5,3.5,,,,2.2,,2,"6,782",223,208,0,579,"2,521","10,313","10,931","22,689","1,249",7,8,0.52,
花蓮縣,IV-36,中正橋,204,330,E121.61264,N23.98064,台9線,海星中學,中正橋,200,900,204,330,平原區,3.4,20,北,3.6,3.6,,,,2.8,,0.3,"7,567",179,69,0,15,"6,154","13,984","1,811","28,728","1,281",7,8,0.56,
花蓮縣,IV-36,中正橋,204,330,E121.61264,N23.98064,台9線,海星中學,中正橋,200,900,204,330,平原區,3.4,20,南,3.6,3.6,,,,2.8,,0.3,"9,189",78,55,0,2,"8,244","17,568","1,575","26,300","1,817",17,18,0.56,
花蓮縣,IV-37,仁里橋,206,500,E121.59425,N23.98064,台9線,中正橋,仁里橋,204,330,206,500,平原區,2.2,20.4,北,3.6,,,,,2.6,,4,"6,931",76,72,0,2,"7,531","14,612","1,559","20,150","1,617",17,18,0.51,
花蓮縣,IV-37,仁里橋,206,500,E121.59425,N23.98064,台9線,中正橋,仁里橋,204,330,206,500,平原區,2.2,20.4,南,3.6,,,,,2.6,,4,"6,548",72,116,0,0,"7,297","14,033","1,413","19,042","1,617",17,18,0.51,
花蓮縣,IV-38,壽豐,219,800,E121.52123,N23.88208,台9線,仁里橋,壽豐,206,500,219,700,平原區,13.2,21.2,北,3.3,3.3,,,,2,,2,"7,057",89,207,3,125,"1,878","9,359","1,994","24,596",891,17,18,0.5,
花蓮縣,IV-38,壽豐,219,800,E121.52123,N23.88208,台9線,仁里橋,壽豐,206,500,219,700,平原區,13.2,21.2,南,3.3,3.3,,,,2,,2,"6,934",72,226,1,96,"1,873","9,202","2,166","26,013",704,11,12,0.5,
花蓮縣,IV-39,溪口,229,0,E121.47025,N23.81516,台9線,壽豐,溪口,219,700,229,0,平原區,9.3,19.4,北,3.3,3.3,,,,2,,0.5,"5,850",53,89,0,46,230,"6,268","1,680","5,172",834,15,16,0.53,
花蓮縣,IV-39,溪口,229,0,E121.47025,N23.81516,台9線,壽豐,溪口,219,700,229,0,平原區,9.3,19.4,南,3.3,3.3,,,,"2,1",2,0.5,"5,739",91,346,0,246,614,"7,036","1,449","4,784",817,11,12,0.53,
花蓮縣,IV-40,林榮,232,100,E121.44485,N23.73713,台9線,溪口,林榮,229,0,232,100,平原區,11.2,18.4,北,3.5,3.5,,,,2,,0.2,"5,272",75,237,0,248,458,"6,290","1,310","14,076",567,10,11,0.5,
花蓮縣,IV-40,林榮,232,100,E121.44485,N23.73713,台9線,溪口,林榮,229,0,232,100,平原區,11.2,18.4,南,3.5,3.5,,,,2,,0.2,"5,195",114,195,0,273,460,"6,237","1,054","12,668",730,15,16,0.5,
花蓮縣,IV-41,鳳林,240,200,E121.44485,N23.73713,台9線,溪口,鳳林,229,0,240,200,平原區,8.1,20.6,北,3.5,3.5,,,,2.1,,1.2,"5,823",131,365,0,299,"1,001","7,619","8,166","85,333",713,12,13,0.5,
花蓮縣,IV-41,鳳林,240,200,E121.44485,N23.73713,台9線,溪口,鳳林,229,0,240,200,平原區,8.1,20.6,南,3.5,3.5,,,,2.1,,1.2,"5,698",146,415,0,327,978,"7,564","8,206","84,717",738,15,16,0.5,
花蓮縣,IV-42,馬太鞍溪橋,247,0,E121.40885,N23.69187,台9線,鳳林,馬太鞍溪橋,240,200,247,0,平原區,6.8,12.4,北,3.6,,,,,2.1,,0.5,"5,679",82,247,0,152,592,"6,752","7,089","45,914","1,347",15,16,0.51,
花蓮縣,IV-42,馬太鞍溪橋,247,0,E121.40885,N23.69187,台9線,鳳林,馬太鞍溪橋,240,200,247,0,平原區,6.8,12.4,南,3.6,,,,,2.1,,0.5,"5,301",117,269,0,164,640,"6,491","6,885","44,139","1,347",15,16,0.51,
花蓮縣,IV-43,玉  里,293,600,E121.32297,N23.32561,台9線,玉里,安通,290,0,296,0,山嶺區,6,24.2,北,3.7,3.7,,,,2.2,,2.5,"2,179",66,149,1,31,439,"2,865","5,007","17,190",394,17,18,0.52,
花蓮縣,IV-43,玉  里,293,600,E121.32297,N23.32561,台9線,玉里,安通,290,0,296,0,山嶺區,6,24.2,南,3.7,3.7,,,,2.2,,2.5,"2,080",28,140,0,19,368,"2,635","4,461","15,810",384,10,11,0.52,
花蓮縣,IV-44,安  通,297,700,E121.33296,N23.29918,台9線,安通,竹田,296,0,306,0,山嶺區,10,12.8,北,3.7,,,,,2.2,,0.5,"3,179",97,85,1,113,350,"3,825","6,827","38,250","1,033",14,15,0.51,
花蓮縣,IV-44,安  通,297,700,E121.33296,N23.29918,台9線,安通,竹田,296,0,306,0,山嶺區,10,12.8,南,3.7,,,,,2.2,,0.5,"3,096",67,88,1,98,329,"3,679","6,441","36,790","1,033",14,15,0.51,
花蓮縣,IV-45,富  里,316,500,E121.24219,N23.16596,台9線,富里,池上,313,0,319,737,山嶺區,6.7,19.2,北,3.7,3.7,,,,1.8,,0.4,"2,266",33,221,0,5,368,"2,893","5,072","19,383",412,14,15,0.51,
